identifier,incident,start date,end date,number of deaths,state,start_month,end_month
IBD029933,Building Demolition,2024-06-04,2024-06-04,2,Akwa Ibom,6,6
IBD029932,Mob Vs Motorcycle Thief,2024-06-04,2024-06-04,2,Abuja,6,6
IBD029918,Tanker Explosion,2024-06-04,2024-06-04,3,Rivers,6,6
IBD029940,Banditry,2024-06-04,2024-06-04,20,Katsina,6,6
IBD029942,Banditry,2024-06-04,2024-06-06,23,Katsina,6,6
IBD029927,Gunmen Kills Two,2024-06-03,2024-06-03,2,Ebonyi,6,6
IBD029919,Mining Site Collapses,2024-06-03,2024-06-03,2,Niger,6,6
IBD029920,Security Operatives Vs Smugglers,2024-06-02,2024-06-02,1,Lagos,6,6
IBD029908,Gunmen Vs Monarch,2024-06-02,2024-06-02,1,Taraba,6,6
IBD029924,Army Vs Boko Terrorists,2024-06-02,2024-06-02,6,Borno,6,6
IBD029915,Gunmen Attack,2024-06-02,2024-06-02,1,Katsina,6,6
IBD029943,Domestic Violence,2024-06-02,2024-06-02,1,Imo,6,6
IBD029906,Auto Crash,2024-06-02,2024-06-02,5,Anambra,6,6
IBD029963,Domestic Violence,2024-06-02,2024-06-02,1,Imo,6,6
IBD029907,Auto Crash,2024-06-02,2024-06-02,1,Ogun,6,6
IBD029931,Gunmen Kill 5,2024-06-02,2024-06-02,5,Plateau,6,6
IBD029914,Army Vs Rustlers,2024-06-02,2024-06-02,2,Kaduna,6,6
IBD029911,Assailants Vs Housewife,2024-06-02,2024-06-02,1,Kano,6,6
IBD029910,Auto Crash,2024-06-02,2024-06-02,1,Lagos,6,6
IBD029913,Gang Kill Man,2024-06-01,2024-06-01,1,Ondo,6,6
IBD029917,Landlord Dies,2024-06-01,2024-06-01,1,Ogun,6,6
IBD029898,Auto Crash,2024-06-01,2024-06-01,2,Bauchi,6,6
IBD029901,Rainstorm Kills 4,2024-06-01,2024-06-01,4,Bauchi,6,6
IBD029902,Woman Vs Husband,2024-06-01,2024-06-01,1,Ondo,6,6
IBD030001,Kidnap Victim,2024-06-01,2024-06-01,1,Ebonyi,6,6
IBD029936,Assailants Kills One,2024-06-01,2024-06-01,1,Delta,6,6
IBD029900,Auto Crash,2024-05-31,2024-05-31,1,Anambra,5,5
IBD029916,Police Vs Armed Robber,2024-05-31,2024-05-31,1,Delta,5,5
IBD029896,Youth Vs Vigilante,2024-05-31,2024-05-31,1,Rivers,5,5
IBD029887,Gunmen Attack,2024-05-30,2024-05-30,2,Imo,5,5
IBD029888,Banditry,2024-05-30,2024-05-30,1,Zamfara,5,5
IBD029883,Ipob Vs Army,2024-05-30,2024-05-30,11,Abia,5,5
IBD029903,Cult Clash,2024-05-30,2024-05-30,3,Edo,5,5
IBD029897,Electrocution,2024-05-30,2024-05-30,1,Benue,5,5
IBD029899,Fulani Militants,2024-05-30,2024-05-30,20,Benue,5,5
IBD029885,Auto Crash,2024-05-30,2024-05-30,1,Lagos,5,5
IBD029925,Naf Vs Bandits,2024-05-30,2024-05-31,40,Kaduna,5,5
IBD029904,Hoodlums Vs Cyclist,2024-05-30,2024-05-30,1,Abuja,5,5
IBD029894,Banditry,2024-05-30,2024-05-30,17,Katsina,5,5
IBD029891,Electrocution,2024-05-30,2024-05-30,1,Rivers,5,5
IBD029892,Police Vs Kidnapper,2024-05-29,2024-05-29,1,Sokoto,5,5
IBD029881,Banditry,2024-05-29,2024-05-29,12,Kaduna,5,5
IBD029878,Police Vs Kidnappers,2024-05-29,2024-05-29,3,Benue,5,5
IBD029884,Troops Vs Bandits,2024-05-29,2024-05-29,6,Kaduna,5,5
IBD029872,Police Vs Kidnappers,2024-05-28,2024-05-28,2,Kogi,5,5
IBD029875,Policeman Kill 2,2024-05-28,2024-05-28,2,Ekiti,5,5
IBD029912,Gunmen Attack,2024-05-28,2024-05-28,1,Nasarawa,5,5
IBD029879,Boko Haram Attack,2024-05-28,2024-05-28,33,Borno,5,5
IBD029893,Auto Crash,2024-05-28,2024-05-28,1,Lagos,5,5
IBD029889,Policeman Vs Driver,2024-05-27,2024-05-27,1,Bayelsa,5,5
IBD029869,Motorcyclist Vs Police,2024-05-27,2024-05-27,2,Lagos,5,5
IBD029877,Naf Airstrikes,2024-05-27,2024-05-27,30,Katsina,5,5
IBD030351,Man Vs Minor,2024-05-27,2024-05-27,1,Oyo,5,5
IBD029876,Banditry,2024-05-26,2024-05-26,3,Kaduna,5,5
IBD029880,Woman Dies,2024-05-26,2024-05-26,1,Lagos,5,5
IBD029855,Auto Crash,2024-05-26,2024-05-26,4,Ogun,5,5
IBD030939,Assailant Vs Lady,2024-05-26,2024-05-26,1,Ogun,5,5
IBD029858,Mosque Collapse,2024-05-26,2024-05-26,4,Lagos,5,5
IBD029867,Auto Crash,2024-05-26,2024-05-26,3,Lagos,5,5
IBD029864,Bandits Kill 25,2024-05-25,2024-05-26,25,Katsina,5,5
IBD029865,Banditry,2024-05-25,2024-05-25,15,Katsina,5,5
IBD030237,Cult Killing,2024-05-25,2024-05-25,1,Ogun,5,5
IBD029861,Kidnappers Vs Students,2024-05-25,2024-05-25,2,Kogi,5,5
IBD029868,Gunmen Attack,2024-05-25,2024-05-25,3,Ebonyi,5,5
IBD029874,Auto Crash,2024-05-25,2024-05-25,2,Abuja,5,5
IBD029853,Students Kill Colleague,2024-05-25,2024-05-25,1,Oyo,5,5
IBD029863,Bandits Kill 16,2024-05-25,2024-05-26,16,Katsina,5,5
IBD029852,Lightening Kill 2,2024-05-24,2024-05-24,2,Lagos,5,5
IBD029856,Scavengers Vs Man,2024-05-24,2024-05-24,1,Lagos,5,5
IBD029848,Assailant Vs Woman,2024-05-24,2024-05-24,1,Sokoto,5,5
IBD029851,Banditry,2024-05-24,2024-05-24,6,Kaduna,5,5
IBD029859,Cult Killing,2024-05-24,2024-05-25,3,Ogun,5,5
IBD029862,Banditry,2024-05-24,2024-05-24,8,Niger,5,5
IBD029847,Gunmen Attack,2024-05-23,2024-05-23,7,Nasarawa,5,5
IBD028052,Auto Crash,2024-05-23,2023-05-23,4,Abia,5,5
IBD029845,Auto Crash,2024-05-23,2024-05-23,5,Kogi,5,5
IBD029866,Police Vs Kidnappers,2024-05-23,2024-05-23,1,Kogi,5,5
IBD029850,Soldiers Vs Ndlea Officer,2024-05-23,2024-05-23,1,Niger,5,5
IBD029857,Extra Judicial Killing,2024-05-22,2024-05-22,1,Rivers,5,5
IBD029834,Chinese Man Kills Lady,2024-05-22,2024-05-22,1,Abia,5,5
IBD029840,Banditry,2024-05-22,2024-05-22,1,Kaduna,5,5
IBD029923,Domestic Violence,2024-05-22,2024-05-22,1,Oyo,5,5
IBD029836,Man Drowns,2024-05-22,2024-05-22,1,Lagos,5,5
IBD029837,Gunmen Kill 1,2024-05-22,2024-05-22,1,Ogun,5,5
IBD029886,Extra Judicial Killing,2024-05-22,2024-05-22,1,Abuja,5,5
IBD029835,Policeman Kills Colleague,2024-05-22,2024-05-22,1,Plateau,5,5
IBD029846,Guards Kill Driver,2024-05-22,2024-05-22,1,Ondo,5,5
IBD029969,Youths Clash River,2024-05-22,2024-05-22,2,Unknown,5,5
IBD029849,Extra Judicial,2024-05-22,2024-05-22,1,Abuja,5,5
IBD029838,Guest Dies,2024-05-22,2024-05-22,1,Lagos,5,5
IBD029844,Banditry,2024-05-22,2024-05-22,1,Katsina,5,5
IBD029871,Domestic Violence,2024-05-22,2024-05-22,2,Edo,5,5
IBD029841,Auto Crash,2024-05-22,2024-05-22,2,Ondo,5,5
IBD030288,Ipob Esn Vs Man,2024-05-21,2024-05-21,1,Imo,5,5
IBD029909,Gunmen Attack,2024-05-21,2024-05-21,1,Taraba,5,5
IBD029843,Bandits Informants,2024-05-21,2024-05-21,2,Kaduna,5,5
IBD029873,Found Dead,2024-05-21,2024-05-21,1,Imo,5,5
IBD030234,Cult Killing,2024-05-21,2024-05-21,1,Ogun,5,5
IBD029839,Assailants Vs Man,2024-05-21,2024-05-21,1,Ogun,5,5
IBD029829,Security Guard Vs Man,2024-05-21,2024-05-21,1,Anambra,5,5
IBD029842,Sachet Water Vendor,2024-05-21,2024-05-21,1,Niger,5,5
IBD029828,Generator Fume Kill 7,2024-05-21,2024-05-21,7,Bayelsa,5,5
IBD030547,Banditry,2024-05-21,2024-05-21,40,Plateau,5,5
IBD029833,Auto Crash,2024-05-21,2024-05-21,1,Lagos,5,5
IBD031487,Sex Romp,2024-05-21,2024-05-21,1,Bayelsa,5,5
IBD029817,Communal Clash,2024-05-20,2024-05-20,2,Ebonyi,5,5
IBD030065,Cult Clash,2024-05-20,2024-05-20,2,Kwara,5,5
IBD029830,Boko Haram Iswap Vs Police,2024-05-20,2024-05-20,1,Borno,5,5
IBD029854,Student Vs Teacher,2024-05-20,2024-05-20,1,Anambra,5,5
IBD029905,Businessman,2024-05-20,2024-05-20,1,Lagos,5,5
IBD029820,Gunmen Vs Traditional Ruler,2024-05-19,2024-05-19,1,Niger,5,5
IBD029824,Community Leader,2024-05-19,2024-05-19,1,Akwa Ibom,5,5
IBD029821,Assailants Vs Man,2024-05-19,2024-05-19,2,Oyo,5,5
IBD029815,Gunmen Vs Vigilantes,2024-05-19,2024-05-19,2,Kogi,5,5
IBD029784,Police Vs Kidnapper,2024-05-19,2024-05-19,1,Delta,5,5
IBD029818,Gunmen Kill 2,2024-05-19,2024-05-19,1,Anambra,5,5
IBD031178,Extra Judicial Killing,2024-05-19,2024-05-19,1,Benue,5,5
IBD029822,Electrocution,2024-05-19,2024-05-19,2,Lagos,5,5
IBD029816,Gunmen Attack,2024-05-19,2024-05-19,6,Kaduna,5,5
IBD029812,Army Vs Boko Haram,2024-05-18,2024-05-18,7,Borno,5,5
IBD029806,Auto Crash,2024-05-18,2024-05-18,6,Taraba,5,5
IBD029800,Auto Crash,2024-05-18,2024-05-18,6,Imo,5,5
IBD029981,Army Vs Boko Haram,2024-05-18,2024-05-18,2,Borno,5,5
IBD029832,Security Operatives Vs Bandits,2024-05-18,2024-05-18,16,Plateau,5,5
IBD029926,Bandits Vs Sarkin Hausawas Son,2024-05-18,2024-05-18,1,Kaduna,5,5
IBD029809,Man Vs Friend,2024-05-18,2024-05-18,1,Lagos,5,5
IBD029978,Army Vs Terrorists,2024-05-18,2024-05-18,2,Zamfara,5,5
IBD029808,Land Dispute,2024-05-18,2024-05-18,1,Ekiti,5,5
IBD029805,Auto Crash,2024-05-18,2024-05-18,4,Osun,5,5
IBD029819,Fire Outbreak,2024-05-18,2024-05-18,1,Anambra,5,5
IBD030236,Cult Killing,2024-05-18,2024-05-18,1,Ogun,5,5
IBD029807,Army Kill 3,2024-05-17,2024-05-17,3,Imo,5,5
IBD029941,Youth Clash,2024-05-17,2024-05-17,1,Niger,5,5
IBD029804,Building Collapse,2024-05-17,2024-05-17,25,Niger,5,5
IBD029802,Communal Clash,2024-05-17,2024-05-17,2,Ebonyi,5,5
IBD029813,Hoodlums Vs Man,2024-05-17,2024-05-17,1,Niger,5,5
IBD030193,Medical Negligence,2024-05-17,2024-05-17,1,Ogun,5,5
IBD029801,Electrocution,2024-05-17,2024-05-17,1,Bayelsa,5,5
IBD030168,Kidnappers Vs Man,2024-05-17,2024-05-17,1,Delta,5,5
IBD029814,Police Vs Bandit,2024-05-17,2024-05-17,2,Kaduna,5,5
IBD020679,Auto Crash,2024-05-17,2024-05-17,7,Oyo,5,5
IBD029794,Auto Crash,2024-05-16,2024-05-16,7,Oyo,5,5
IBD029795,One Killed,2024-05-16,2024-05-16,1,Oyo,5,5
IBD029803,Gunmen Attack,2024-05-16,2024-05-16,2,Abia,5,5
IBD029799,Gunmen Vs Guard,2024-05-16,2024-05-16,1,Oyo,5,5
IBD029793,Auto Crash,2024-05-16,2024-05-16,13,Abia,5,5
IBD029831,Woman Found Dead,2024-05-16,2024-05-16,1,Abuja,5,5
IBD029789,Seminarian Vs Housewife,2024-05-16,2024-05-16,1,Imo,5,5
IBD029797,Bandits Kill 2,2024-05-15,2024-05-15,2,Kaduna,5,5
IBD029796,Cult Clash,2024-05-15,2024-05-15,2,Benue,5,5
IBD029777,Man Vs Girlfriend,2024-05-14,2024-05-14,1,Akwa Ibom,5,5
IBD029783,Mosque Attack,2024-05-14,2024-05-14,19,Kano,5,5
IBD029788,Seminarian Vs Housewife,2024-05-14,2024-05-14,1,Abia,5,5
IBD030169,Man Vs Woman,2024-05-14,2024-05-14,1,Rivers,5,5
IBD029792,Extrajudicial Killing,2024-05-14,2024-05-14,1,Anambra,5,5
IBD029785,Cult Clash,2024-05-14,2024-05-14,1,Ogun,5,5
IBD029786,Scavengers Killed 3,2024-05-14,2024-05-14,3,Abuja,5,5
IBD029787,Herdsmen Vs Residents,2024-05-14,2024-05-14,10,Benue,5,5
IBD030163,Sex Romp,2024-05-14,2024-05-14,1,Rivers,5,5
IBD029779,Hoodlums Kill Beggar,2024-05-13,2024-05-13,1,Osun,5,5
IBD029772,Domestic Violence,2024-05-13,2024-05-13,1,Anambra,5,5
IBD029781,Banditry,2024-05-13,2024-05-13,150,Zamfara,5,5
IBD029790,Army Vs Terrorists,2024-05-13,2024-05-13,1,Borno,5,5
IBD029827,Gunmen Attack,2024-05-13,2024-05-13,46,Plateau,5,5
IBD029750,Banditry,2024-05-13,2024-05-13,2,Niger,5,5
IBD029780,Army Vs Boko Haram,2024-05-13,2024-05-13,1,Borno,5,5
IBD029768,Gunmen Vs Pos Operator,2024-05-12,2024-05-12,1,Ogun,5,5
IBD029771,Bandits Kill Soldier,2024-05-12,2024-05-12,1,Kaduna,5,5
IBD029764,Generator Fume,2024-05-12,2024-05-12,2,Delta,5,5
IBD029770,Banditry,2024-05-12,2024-05-12,46,Katsina,5,5
IBD029775,Rival Gangs,2024-05-12,2024-05-12,3,Kano,5,5
IBD029765,Kidnappers Vs Travelers,2024-05-12,2024-05-12,1,Oyo,5,5
IBD029773,Gunmen Kill Pregnant Woman And Others,2024-05-12,2024-05-12,11,Benue,5,5
IBD029774,Train Crash,2024-05-12,2024-05-12,1,Delta,5,5
IBD029763,Hoodlums Attack,2024-05-12,2024-05-12,1,Edo,5,5
IBD029778,Terrorists Vs Army,2024-05-12,2024-05-12,4,Zamfara,5,5
IBD029810,Communal Clash,2024-05-12,2024-05-12,1,Ebonyi,5,5
IBD029776,Fulani Militia Kill Man,2024-05-12,2024-05-12,1,Plateau,5,5
IBD029766,Army Vs Bandits,2024-05-12,2024-05-12,4,Kaduna,5,5
IBD029738,Auto Crash,2024-05-11,2024-05-11,3,Ogun,5,5
IBD029758,Gas Explosion,2024-05-11,2024-05-11,11,Lagos,5,5
IBD029756,Auto Crash,2024-05-11,2024-05-11,1,Lagos,5,5
IBD029754,Fulani Herders Vs Farmers,2024-05-10,2024-05-10,4,Benue,5,5
IBD029739,Auto Crash,2024-05-10,2024-05-10,1,Kano,5,5
IBD029748,Tanker Explosion,2024-05-10,2024-05-10,2,Lagos,5,5
IBD029757,Gunmen Vs Security Operatives,2024-05-10,2024-05-10,4,Enugu,5,5
IBD029767,Communal Clash,2024-05-10,2024-05-11,1,Abia,5,5
IBD029760,Herdsmen Attack,2024-05-10,2024-05-10,4,Benue,5,5
IBD029751,Gunmen Vs Firs Official,2024-05-10,2024-05-10,1,Abuja,5,5
IBD029747,Ipob Esn Vs Police,2024-05-10,2024-05-10,3,Enugu,5,5
IBD030231,Cult Killing,2024-05-10,2024-05-10,1,Ogun,5,5
IBD029753,Bandits Kill 2,2024-05-10,2024-05-10,2,Sokoto,5,5
IBD029882,Domestic Violence,2024-05-10,2024-05-10,1,Ondo,5,5
IBD029685,Decomposing Corpse,2024-05-10,2024-05-10,1,Kaduna,5,5
IBD029791,Decomposing Corpse,2024-05-10,2024-05-10,3,Kaduna,5,5
IBD029782,Communal Crisis,2024-05-10,2024-05-11,4,Benue,5,5
IBD029740,Banditry,2024-05-09,2024-05-09,18,Zamfara,5,5
IBD029729,Communal Dispute,2024-05-09,2024-05-09,1,Delta,5,5
IBD029741,Farmers Vs Banditry,2024-05-09,2024-05-09,20,Zamfara,5,5
IBD030230,Cult Killing,2024-05-08,2024-05-08,1,Ogun,5,5
IBD029745,Kidnappers Kill Man,2024-05-08,2024-05-08,1,Taraba,5,5
IBD029762,Auto Crash,2024-05-08,2024-05-08,1,Ogun,5,5
IBD029742,Gunmen Vs Herders,2024-05-08,2024-05-08,2,Plateau,5,5
IBD029744,Generator Fume Kill 3,2024-05-08,2024-05-08,3,Delta,5,5
IBD029735,Banditry Vs Football Fans,2024-05-08,2024-05-08,3,Kaduna,5,5
IBD029732,Student Dies,2024-05-08,2024-05-08,1,Plateau,5,5
IBD029761,Communal Clash,2024-05-07,2024-05-07,1,Benue,5,5
IBD029730,Gas Explosion,2024-05-07,2024-05-07,2,Lagos,5,5
IBD029723,Domestic Violence,2024-05-07,2024-05-07,1,Delta,5,5
IBD029734,Gunmen Kill 5,2024-05-07,2024-05-07,4,Plateau,5,5
IBD029728,Inmate Dies,2024-05-07,2024-05-07,1,Abuja,5,5
IBD029721,Hawkers Clash,2024-05-07,2024-05-07,1,Lagos,5,5
IBD029736,Robber Kill 2,2024-05-07,2024-05-07,1,Ogun,5,5
IBD029752,Banditry,2024-05-07,2024-05-11,49,Zamfara,5,5
IBD029722,Kidnappers,2024-05-07,2024-05-07,3,Ogun,5,5
IBD029737,Found Dead,2024-05-07,2024-05-07,1,Ogun,5,5
IBD029731,2 Died,2024-05-07,2024-05-07,2,Delta,5,5
IBD029718,Man Vs Co Worker,2024-05-06,2024-05-06,1,Ondo,5,5
IBD029711,Herbal Concoction,2024-05-06,2024-05-06,2,Ondo,5,5
IBD029717,Gunmen Kill 3,2024-05-06,2024-05-06,3,Edo,5,5
IBD029719,Banditry,2024-05-06,2024-05-06,9,Zamfara,5,5
IBD029726,Suspected Herders Kill Nscdc Officer,2024-05-06,2024-05-06,1,Benue,5,5
IBD029716,Terrorists Attack,2024-05-06,2024-05-06,1,Katsina,5,5
IBD029724,Windstorm,2024-05-06,2024-05-06,1,Gombe,5,5
IBD029935,Auto Crash,2024-05-05,2024-05-05,1,Ebonyi,5,5
IBD029710,Banditry,2024-05-05,2024-05-05,6,Kaduna,5,5
IBD029689,Tanker Explosion,2024-05-04,2024-05-04,8,Delta,5,5
IBD029733,Vigilante Vs Police Officer,2024-05-04,2024-05-04,1,Taraba,5,5
IBD029720,Army Vs Bandits,2024-05-04,2024-05-04,2,Kaduna,5,5
IBD029699,Boko Haram Explosion,2024-05-04,2024-05-04,4,Borno,5,5
IBD029692,Banditry Katisna,2024-05-04,2024-05-04,3,Unknown,5,5
IBD029743,Man Vs Friend,2024-05-04,2024-05-04,1,Kano,5,5
IBD029703,Gunmen Vs Monarch,2024-05-03,2024-05-03,1,Ebonyi,5,5
IBD029681,Banditry,2024-05-03,2024-05-03,2,Katsina,5,5
IBD029708,Bandits Vs Community Protection Guards,2024-05-03,2024-05-03,3,Zamfara,5,5
IBD029693,Banditry,2024-05-03,2024-05-03,24,Katsina,5,5
IBD029702,Banditry,2024-05-03,2024-05-03,7,Kebbi,5,5
IBD029695,Naf Vs Boko Haram,2024-05-03,2024-05-03,20,Borno,5,5
IBD029704,Gunmen Vs Farmers,2024-05-03,2024-05-03,3,Benue,5,5
IBD029698,Extra Judicial Killing,2024-05-03,2024-05-05,5,Enugu,5,5
IBD029683,Robbers Kill Woman,2024-05-03,2024-05-03,1,Abuja,5,5
IBD029697,Assailant Vs Man,2024-05-03,2024-05-03,1,Delta,5,5
IBD029994,Kidnap Victim,2024-05-03,2024-05-03,1,Adamawa,5,5
IBD029696,Naf Vs Boko Haram Iswap,2024-05-03,2024-05-03,20,Niger,5,5
IBD029712,Kidnappers Kill 1,2024-05-03,2024-05-03,1,Ogun,5,5
IBD030761,Woman Vs Son,2024-05-02,2024-05-02,1,Delta,5,5
IBD029701,Medical Quackery,2024-05-02,2024-05-02,1,Plateau,5,5
IBD029715,Kidnappers Vs Chief,2024-05-02,2024-05-02,1,Abuja,5,5
IBD029684,Rape Victim,2024-05-02,2024-05-02,1,Kano,5,5
IBD029690,Auto Crash,2024-05-02,2024-05-02,1,Anambra,5,5
IBD029679,Hoodlums Clash,2024-05-02,2024-05-02,1,Lagos,5,5
IBD029671,Banditry,2024-05-02,2024-05-02,8,Kaduna,5,5
IBD029694,Bandits Vs Community Leader,2024-05-02,2024-05-02,1,Kaduna,5,5
IBD029700,Military Officer Vs Man,2024-05-02,2024-05-02,1,Kano,5,5
IBD029680,Corpse,2024-05-01,2024-05-01,1,Kwara,5,5
IBD029798,Heat Waves,2024-05-01,2024-05-13,210,Adamawa,5,5
IBD029670,Man Shot At Fuel Station,2024-05-01,2024-05-01,1,Unknown,5,5
IBD029667,Auto Crash,2024-05-01,2024-05-01,3,Ogun,5,5
IBD029725,Vigilantes Kill 2 Brothers,2024-05-01,2024-05-01,2,Rivers,5,5
IBD029668,Communal Clash,2024-05-01,2024-05-01,10,Ebonyi,5,5
IBD029686,Car Pusher,2024-05-01,2024-05-01,1,Lagos,5,5
IBD029682,Banditry,2024-05-01,2024-05-01,3,Zamfara,5,5
IBD029676,Communal Clash,2024-05-01,2024-05-02,5,Nasarawa,5,5
IBD029677,Abducted Boy,2024-05-01,2024-05-01,1,Yobe,5,5
IBD029714,Troops Vs Ipob Fighters,2024-05-01,2024-05-01,3,Imo,5,5
IBD030124,Police Officer Vs Man,2024-05-01,2024-05-01,1,Lagos,5,5
IBD029674,Undergraduate Student,2024-04-30,2024-04-30,1,Abuja,4,4
IBD029655,Boat Mishap,2024-04-30,2024-04-30,2,Kano,4,4
IBD029664,Auto Crash,2024-04-30,2024-04-30,16,Enugu,4,4
IBD029666,Auto Crash,2024-04-30,2024-04-30,3,Lagos,4,4
IBD029665,Fulani Herdsmen Attack,2024-04-30,2024-04-30,3,Kogi,4,4
IBD029663,Mob Kill Motorcycle Thief,2024-04-29,2024-04-29,1,Osun,4,4
IBD029675,2 Drowns,2024-04-29,2024-04-29,2,Ogun,4,4
IBD029661,Herdsmen Kill Pdp Ward Chairman,2024-04-29,2024-04-29,2,Delta,4,4
IBD029657,Cult Killing,2024-04-29,2024-04-30,2,Kwara,4,4
IBD029639,Building Collapse,2024-04-29,2024-04-29,2,Ebonyi,4,4
IBD029641,Soldiers Vs Bandits,2024-04-28,2024-04-28,10,Sokoto,4,4
IBD029633,Auto Crash,2024-04-28,2024-04-28,1,Anambra,4,4
IBD029648,Fulani Herdsmen Attack,2024-04-28,2024-04-28,5,Benue,4,4
IBD029672,Domestic Violence,2024-04-28,2024-04-28,1,Delta,4,4
IBD029646,Herdsmen Attack,2024-04-28,2024-04-28,5,Benue,4,4
IBD029642,Gunmen Attack,2024-04-28,2024-04-28,1,Kaduna,4,4
IBD029496,Herdsmen Communal Clash,2024-04-28,2024-04-28,10,Enugu,4,4
IBD029630,Auto Crash,2024-04-28,2024-04-28,19,Kogi,4,4
IBD029660,Man In Hotel,2024-04-28,2024-04-28,1,Delta,4,4
IBD029640,Naf Vs Bandits,2024-04-28,2024-04-28,40,Zamfara,4,4
IBD029627,Electrocution,2024-04-27,2024-04-27,1,Plateau,4,4
IBD029636,Boko Haram Ied,2024-04-27,2024-04-27,9,Borno,4,4
IBD029628,Political Violence,2024-04-27,2024-04-27,1,Ondo,4,4
IBD029644,Bandits Kill Hunter,2024-04-27,2024-04-27,3,Kaduna,4,4
IBD029656,Man Vs Housewife,2024-04-27,2024-04-27,1,Edo,4,4
IBD029632,Domestic Violence,2024-04-27,2024-04-27,1,Ekiti,4,4
IBD029961,Hook Up Girls,2024-04-27,2024-04-27,2,Abia,4,4
IBD029634,Naf Vs Bandits,2024-04-27,2024-04-27,40,Niger,4,4
IBD029626,Gas Explosion,2024-04-27,2024-04-27,2,Ogun,4,4
IBD029623,Extra Judicial Killing,2024-04-27,2024-04-27,1,Anambra,4,4
IBD029629,Auto Crash,2024-04-26,2024-04-26,2,Osun,4,4
IBD029647,Auto Crash,2024-04-26,2024-04-26,4,Abuja,4,4
IBD029624,Tanker Explosion,2024-04-26,2024-04-26,19,Rivers,4,4
IBD029618,Building Collapse,2024-04-26,2024-04-26,3,Kano,4,4
IBD029631,Police Vs Kidnappers,2024-04-26,2024-04-26,1,Delta,4,4
IBD029890,Assailants V Girl,2024-04-26,2024-04-26,1,Bauchi,4,4
IBD029619,Banditry,2024-04-26,2024-04-26,2,Zamfara,4,4
IBD030329,Kidnap Victim,2024-04-26,2024-04-26,1,Taraba,4,4
IBD029659,Boy Drowns,2024-04-26,2024-04-26,1,Ogun,4,4
IBD029662,Ritual Killing,2024-04-26,2024-04-26,1,Cross River,4,4
IBD029621,Auto Crash,2024-04-26,2024-04-26,3,Ondo,4,4
IBD029645,Bandits Vs Army Officer,2024-04-25,2024-04-25,1,Katsina,4,4
IBD029616,Pregnancy Complications,2024-04-25,2024-04-25,1,Ogun,4,4
IBD029614,Kidnapper,2024-04-25,2024-04-25,1,Taraba,4,4
IBD029613,Baby Dies,2024-04-25,2024-04-25,1,Abuja,4,4
IBD029637,Guests Beat Policewoman,2024-04-25,2024-04-25,1,Rivers,4,4
IBD029625,Banditry,2024-04-25,2024-04-25,7,Sokoto,4,4
IBD029687,Medical Negligence,2024-04-25,2024-04-25,1,Abuja,4,4
IBD029606,Terrorists Attack,2024-04-24,2024-04-24,3,Zamfara,4,4
IBD029604,Gunmen Attack,2024-04-24,2024-04-24,2,Katsina,4,4
IBD029620,Boko Haram Vs Iswap,2024-04-24,2024-04-25,118,Borno,4,4
IBD029658,Cult Clash,2024-04-24,2024-04-26,2,Edo,4,4
IBD029605,Terrorists Attack,2024-04-24,2024-04-24,1,Zamfara,4,4
IBD029603,Security Operatives Vs Cultists,2024-04-24,2024-04-24,1,Ondo,4,4
IBD029609,Auto Crash,2024-04-24,2024-04-24,1,Abuja,4,4
IBD029607,Terrorists Attack,2024-04-24,2024-04-24,1,Zamfara,4,4
IBD029601,1 Drowns,2024-04-23,2024-04-23,1,Kano,4,4
IBD029602,Bandits Vs Army,2024-04-23,2024-04-23,2,Zamfara,4,4
IBD029600,Naf Vs Boko Haram,2024-04-23,2024-04-23,20,Borno,4,4
IBD029595,Accidental Discharge,2024-04-23,2024-04-23,1,Taraba,4,4
IBD029823,Medical Negligence,2024-04-23,2024-04-23,1,Ogun,4,4
IBD029599,Gunmen Vs Farmers,2024-04-23,2024-04-23,3,Benue,4,4
IBD029591,Banditry,2024-04-23,2024-04-23,5,Sokoto,4,4
IBD029584,Banditry,2024-04-23,2024-04-23,3,Kaduna,4,4
IBD029583,Security Operatives Vs Corper,2024-04-23,2024-04-23,1,Oyo,4,4
IBD029598,Flood Disaster,2024-04-23,2024-04-23,1,Ogun,4,4
IBD029596,Cult Killing,2024-04-23,2024-04-23,2,Edo,4,4
IBD029593,Building Collapse,2024-04-23,2024-04-23,1,Lagos,4,4
IBD029585,Auto Crash,2024-04-22,2024-04-22,1,Ogun,4,4
IBD029611,Kidnappers Vs Security Operatives,2024-04-22,2024-04-22,8,Bauchi,4,4
IBD029586,Commercial Rider,2024-04-22,2024-04-22,1,Niger,4,4
IBD029594,Passenger Vs Bandits,2024-04-22,2024-04-22,1,Zamfara,4,4
IBD029597,Electrocution,2024-04-22,2024-04-22,2,Ogun,4,4
IBD029592,Vigilantes Vs Youths,2024-04-21,2024-04-21,1,Imo,4,4
IBD029568,Auto Crash,2024-04-21,2024-04-21,20,Kogi,4,4
IBD029578,Cult Clash,2024-04-21,2024-04-21,2,Ogun,4,4
IBD030239,Cult Killing,2024-04-21,2024-04-21,1,Ogun,4,4
IBD029579,Children In Car,2024-04-21,2024-04-21,5,Niger,4,4
IBD029587,Gunmen Vs Police Escort,2024-04-21,2024-04-21,1,Nasarawa,4,4
IBD030229,Cult Killing,2024-04-21,2024-04-21,1,Ogun,4,4
